transaction_id,product_id,customer_id,transaction_date,comparison date,recency (days),online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,
123,31,1453,05/03/2017,30/12/2017,300,TRUE,Approved,WeareA2B,Standard,medium,medium,$752.64,$205.36,02/08/2015,$547.28,M,54,30/07/1977,Computer Systems Analyst I,Health,High Net Worth,N,No,13,
124,98,1339,21/03/2017,30/12/2017,284,FALSE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,09/02/1997,$693.76,F,82,09/12/1978,Editor,IT,High Net Worth,N,No,14,
125,22,3382,03/01/2017,30/12/2017,361,TRUE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,12/03/2013,$143.82,M,90,17/12/1977,Business Systems Development Analyst,n/a,High Net Worth,N,No,10,
126,53,773,01/04/2017,30/12/2017,273,FALSE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,21/07/2003,$693.76,M,77,12/02/1985,0,Financial Services,Affluent Customer,N,Yes,20,
127,84,2503,16/03/2017,30/12/2017,289,TRUE,Approved,Trek Bicycles,Road,medium,medium,$290.62,$215.14,10/05/2005,$75.48,M,80,16/07/1967,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10,
128,25,1057,26/02/2017,30/12/2017,307,FALSE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,04/02/2016,$709.34,F,73,06/04/1969,Registered Nurse,Health,Mass Customer,N,No,5,
129,50,1397,05/06/2017,30/12/2017,208,FALSE,Approved,WeareA2B,Standard,medium,small,$175.89,$131.92,18/10/2015,$43.97,M,29,21/01/1979,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14,
130,44,2134,04/09/2017,30/12/2017,117,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,09/05/2011,"$1,660.88",M,16,21/02/2000,Nurse,Manufacturing,Affluent Customer,N,No,2,
131,96,2403,18/01/2017,30/12/2017,346,TRUE,Approved,WeareA2B,Road,low,small,"$1,172.78","$1,043.77",10/10/2002,$129.01,F,41,25/10/1977,Technical Writer,Financial Services,Affluent Customer,N,No,12,
132,12,1937,28/09/2017,30/12/2017,93,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,17/08/2004,"$1,069.55",M,69,08/01/1974,Quality Engineer,Health,Mass Customer,N,No,19,
133,93,1282,02/09/2017,30/12/2017,119,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,10/10/2002,$834.94,M,99,15/11/1980,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14,
134,78,2183,09/05/2017,30/12/2017,235,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,10/07/1991,"$1,055.82",F,61,07/02/1972,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7,
135,84,1788,17/10/2017,30/12/2017,74,FALSE,Approved,Giant Bicycles,Road,medium,medium,$792.90,$594.68,22/05/2006,$198.22,F,79,10/08/1964,Account Representative IV,Financial Services,High Net Worth,N,Yes,10,
136,65,1170,25/04/2017,30/12/2017,249,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,11/04/2015,"$1,028.76",F,62,30/11/1964,Assistant Professor,IT,Mass Customer,N,Yes,4,
138,29,1940,02/08/2017,30/12/2017,150,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,03/11/2000,$834.94,F,52,02/03/1977,Teacher,Manufacturing,High Net Worth,N,Yes,8,
139,32,2073,25/03/2017,30/12/2017,280,FALSE,Cancelled,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,03/11/2000,$471.60,F,87,30/01/1974,0,Manufacturing,High Net Worth,N,Yes,10,
140,11,462,01/01/2017,30/12/2017,363,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,274.93",$764.96,09/07/2016,$509.97,F,32,01/01/1960,0,Manufacturing,Affluent Customer,N,Yes,5,
141,10,2728,22/12/2017,30/12/2017,8,FALSE,Approved,Solex,Standard,medium,medium,"$1,945.43",$333.18,31/08/2002,"$1,612.25",F,55,26/03/1959,Physical Therapy Assistant,IT,High Net Worth,N,No,19,
142,46,2053,25/12/2017,30/12/2017,5,FALSE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,04/06/2012,"$1,215.34",M,7,28/05/1978,0,Financial Services,Affluent Customer,N,Yes,11,
143,60,2135,26/01/2017,30/12/2017,338,TRUE,Approved,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",18/05/2012,$217.51,M,97,18/09/1980,Structural Engineer,n/a,Mass Customer,N,Yes,15,
144,92,1217,20/12/2017,30/12/2017,10,FALSE,Approved,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,21/01/1991,"$1,630.25",F,67,19/08/1968,Structural Engineer,Manufacturing,High Net Worth,N,No,16,
145,7,2992,07/06/2017,30/12/2017,206,TRUE,Approved,Trek Bicycles,Road,low,medium,$980.37,$234.43,07/12/2005,$745.94,F,26,31/05/1974,Clinical Specialist,Health,Mass Customer,N,Yes,10,
146,41,3261,06/04/2017,30/12/2017,268,TRUE,Approved,Solex,Road,medium,medium,$416.98,$312.74,10/05/1997,$104.24,M,6,30/01/1975,0,Property,Mass Customer,N,Yes,5,
147,67,2748,25/04/2017,30/12/2017,249,TRUE,Approved,Norco Bicycles,Road,medium,medium,$544.05,$376.84,22/10/2005,$167.21,F,96,29/08/1967,Quality Engineer,Financial Services,Mass Customer,N,No,4,
148,14,3262,13/01/2017,30/12/2017,351,FALSE,Approved,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",05/08/2003,$152.55,M,65,14/10/1959,Product Engineer,Entertainment,Mass Customer,N,No,12,
149,89,788,21/03/2017,30/12/2017,284,FALSE,Approved,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,20/04/1993,"$1,305.25",M,62,01/07/1964,Social Worker,Health,Mass Customer,N,No,11,
150,9,3067,21/11/2017,30/12/2017,39,TRUE,Approved,OHM Cycles,Road,medium,medium,$742.54,$667.40,09/09/1994,$75.14,F,8,13/01/1991,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9,
151,31,701,11/11/2017,30/12/2017,49,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,18/03/2003,$57.73,M,18,01/05/1956,Food Chemist,Health,Mass Customer,N,Yes,8,
152,92,648,16/10/2017,30/12/2017,75,FALSE,Approved,WeareA2B,Standard,medium,small,"$1,415.01","$1,259.36",03/11/2000,$155.65,M,86,04/06/1978,Accountant II,Financial Services,Mass Customer,N,Yes,9,
153,37,3286,19/08/2017,30/12/2017,133,TRUE,Approved,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,20/07/1999,"$1,544.61",M,23,02/06/1961,Assistant Media Planner,Entertainment,Mass Customer,N,No,20,
154,3,3383,06/04/2017,30/12/2017,268,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,29/08/2011,"$1,702.55",M,47,05/04/1982,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10,
155,56,982,04/11/2017,30/12/2017,56,TRUE,Approved,Norco Bicycles,Mountain,low,small,$688.63,$612.88,04/02/2016,$75.75,M,14,12/02/1960,Geologist III,Health,High Net Worth,N,Yes,6,
156,14,676,22/08/2017,30/12/2017,130,TRUE,Approved,Solex,Standard,high,large,"$1,842.92","$1,105.75",09/09/2003,$737.17,M,51,19/05/1968,Senior Editor,n/a,High Net Worth,N,Yes,14,
157,6,385,15/09/2017,30/12/2017,106,TRUE,Approved,Solex,Standard,high,medium,$748.17,$448.90,11/04/2015,$299.27,M,69,07/12/1966,Project Manager,Health,High Net Worth,N,No,9,
158,50,1229,01/03/2017,30/12/2017,304,TRUE,Approved,WeareA2B,Standard,medium,small,$175.89,$131.92,12/04/2009,$43.97,M,38,08/01/2000,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1,
159,10,3232,16/08/2017,30/12/2017,136,FALSE,Approved,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,12/03/2013,"$1,103.43",F,7,10/10/1993,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9,
161,69,2381,10/07/2017,30/12/2017,173,FALSE,Approved,Giant Bicycles,Road,medium,medium,$792.90,$594.68,11/04/2015,$198.22,F,91,12/02/1973,Programmer I,Argiculture,Affluent Customer,N,Yes,5,
162,78,371,11/12/2017,30/12/2017,19,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,25/07/2004,"$1,055.82",M,7,06/07/1954,Systems Administrator III,Financial Services,Mass Customer,N,No,7,
163,80,2519,20/05/2017,30/12/2017,224,TRUE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,10/08/2015,$139.23,M,76,17/10/1979,Senior Developer,Manufacturing,Mass Customer,N,Yes,5,
164,17,2264,30/07/2017,30/12/2017,153,FALSE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,09/11/1996,$409.86,F,18,17/07/1972,Occupational Therapist,Health,Affluent Customer,N,No,9,
165,3,2637,25/10/2017,30/12/2017,66,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,09/08/2005,"$1,702.55",F,28,30/07/1972,Help Desk Operator,Retail,Mass Customer,N,Yes,11,
166,78,3262,27/11/2017,30/12/2017,33,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,25/07/2004,"$1,055.82",M,65,14/10/1959,Product Engineer,Entertainment,Mass Customer,N,No,12,
167,90,3177,26/04/2017,30/12/2017,248,,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,10/05/2005,$72.60,M,93,07/05/1978,Database Administrator IV,n/a,Affluent Customer,N,No,6,
168,87,2267,02/02/2017,30/12/2017,331,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,25/08/1997,$471.60,F,78,28/04/1964,Business Systems Development Analyst,n/a,Affluent Customer,N,No,14,
169,97,456,02/05/2017,30/12/2017,242,FALSE,Approved,Solex,Standard,medium,large,$202.62,$151.96,16/01/2004,$50.66,M,47,30/11/1975,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17,
170,6,404,16/10/2017,30/12/2017,75,,Approved,OHM Cycles,Standard,high,medium,$227.88,$136.73,05/08/2003,$91.15,M,92,17/12/1995,Geologist I,Financial Services,Affluent Customer,N,Yes,4,
171,100,3121,22/10/2017,30/12/2017,69,FALSE,Approved,Norco Bicycles,Road,medium,medium,"$1,036.59",$206.35,06/05/1991,$830.24,M,82,11/05/1959,Data Coordiator,Manufacturing,Mass Customer,N,No,19,
172,55,2365,11/04/2017,30/12/2017,263,TRUE,Approved,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,21/01/1991,"$1,295.43",F,2,18/10/1998,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3,
173,100,2528,16/11/2017,30/12/2017,44,FALSE,Approved,Norco Bicycles,Road,medium,medium,"$1,036.59",$206.35,06/05/1991,$830.24,M,81,23/09/1978,Senior Editor,Financial Services,Affluent Customer,N,No,15,
174,10,3151,17/12/2017,30/12/2017,13,FALSE,Approved,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,09/09/1994,"$1,103.43",U,20,00/01/1900,Senior Developer,IT,Affluent Customer,N,Yes,0,
175,25,3241,23/12/2017,30/12/2017,7,FALSE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,22/11/2016,$709.34,M,34,29/10/1979,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16,
176,74,1335,30/03/2017,30/12/2017,275,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,09/09/2003,$827.16,F,57,14/08/1997,0,Entertainment,Mass Customer,N,Yes,3,
177,90,2234,13/04/2017,30/12/2017,261,FALSE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,10/05/2005,$72.60,M,48,09/09/1986,Electrical Engineer,Manufacturing,Mass Customer,N,No,18,
178,56,3226,25/07/2017,30/12/2017,158,TRUE,Approved,OHM Cycles,Standard,medium,medium,$183.86,$137.90,04/10/1997,$45.96,F,43,29/03/1973,0,Entertainment,Affluent Customer,N,No,11,
179,62,1365,31/01/2017,30/12/2017,333,FALSE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,23/06/1993,$179.44,M,97,19/04/1992,Research Associate,Health,Mass Customer,N,No,3,
180,20,3349,18/03/2017,30/12/2017,287,TRUE,Approved,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",05/05/2010,$195.34,M,11,22/01/1981,Director of Sales,Argiculture,Affluent Customer,N,No,9,
181,17,1002,24/02/2017,30/12/2017,309,FALSE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,07/05/2011,$409.86,M,65,30/08/1978,Business Systems Development Analyst,n/a,Mass Customer,N,Yes,18,
182,16,2282,18/02/2017,30/12/2017,315,FALSE,Approved,Norco Bicycles,Standard,high,small,"$1,661.92","$1,479.11",12/03/2013,$182.81,M,81,25/02/1957,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7,
183,46,2656,07/01/2017,30/12/2017,357,FALSE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,04/06/2012,"$1,215.34",F,80,02/05/1959,Statistician III,n/a,Mass Customer,N,Yes,10,
184,71,2409,05/07/2017,30/12/2017,178,TRUE,Approved,Solex,Standard,high,large,"$1,842.92","$1,105.75",24/10/1995,$737.17,F,23,13/07/1989,0,Health,Mass Customer,N,No,12,
185,91,1711,19/11/2017,30/12/2017,41,FALSE,Approved,WeareA2B,Standard,low,medium,$642.31,$513.85,25/07/2004,$128.46,F,81,26/09/1993,0,Manufacturing,High Net Worth,N,Yes,7,
186,17,2582,08/11/2017,30/12/2017,52,TRUE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,09/11/1996,$409.86,M,98,10/08/1977,Director of Sales,Health,Mass Customer,N,No,7,
187,1,1005,24/07/2017,30/12/2017,159,TRUE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,09/09/2003,"$1,010.02",F,94,15/09/1967,Design Engineer,IT,High Net Worth,N,Yes,8,
188,3,1597,15/01/2017,30/12/2017,349,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,15/09/2012,"$1,702.55",M,93,01/02/1977,Nurse Practicioner,Retail,Affluent Customer,N,No,14,
189,56,2713,12/01/2017,30/12/2017,352,TRUE,Approved,OHM Cycles,Standard,medium,medium,$183.86,$137.90,23/06/1993,$45.96,M,55,03/11/1954,Statistician II,Retail,Affluent Customer,N,Yes,5,
190,37,1435,27/11/2017,30/12/2017,33,TRUE,Approved,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,09/05/2011,"$1,544.61",M,96,27/04/1968,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19,
191,34,1477,30/06/2017,30/12/2017,183,TRUE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,19/03/2008,$309.81,U,42,00/01/1900,Actuary,Financial Services,Mass Customer,N,Yes,0,
192,0,1614,15/07/2017,30/12/2017,168,TRUE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,10/11/2006,$57.73,M,2,12/08/1984,0,n/a,High Net Worth,N,No,8,
193,12,1254,22/06/2017,30/12/2017,191,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,08/03/2009,"$1,069.55",M,60,18/12/1958,Graphic Designer,Retail,Mass Customer,N,Yes,5,
194,25,1423,02/05/2017,30/12/2017,242,FALSE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,10/01/2011,$709.34,F,51,17/06/1959,Project Manager,Manufacturing,Mass Customer,N,No,19,
195,81,276,27/12/2017,30/12/2017,3,FALSE,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,10/07/1991,$64.51,F,47,25/03/1990,0,Financial Services,Mass Customer,N,No,22,
196,19,1315,21/12/2017,30/12/2017,9,TRUE,Approved,OHM Cycles,Road,high,large,$12.01,$7.21,23/06/1999,$4.80,F,46,24/06/1973,0,IT,Mass Customer,N,Yes,12,
197,45,591,23/05/2017,30/12/2017,221,TRUE,Approved,Solex,Standard,medium,medium,$441.49,$84.99,12/04/1993,$356.50,M,16,02/10/1974,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16,
198,74,1017,02/02/2017,30/12/2017,331,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,28/07/2014,$812.44,F,88,09/01/1979,Assistant Media Planner,Entertainment,High Net Worth,N,No,16,
199,33,2123,08/06/2017,30/12/2017,205,FALSE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",11/10/1992,$144.26,F,36,19/03/1993,Software Engineer II,Manufacturing,Affluent Customer,N,No,2,
200,57,2889,15/04/2017,30/12/2017,259,TRUE,Approved,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,23/06/1993,"$1,630.25",M,55,01/04/1986,Assistant Professor,n/a,Mass Customer,N,Yes,8,
201,0,3208,05/09/2017,30/12/2017,116,TRUE,Approved,Trek Bicycles,Road,medium,medium,$533.51,$400.13,04/06/2012,$133.38,F,53,06/02/1967,VP Marketing,n/a,High Net Worth,N,No,15,
202,23,2406,26/02/2017,30/12/2017,307,TRUE,Approved,Norco Bicycles,Mountain,low,small,$688.63,$612.88,10/11/2006,$75.75,M,34,11/06/1973,Executive Secretary,n/a,Affluent Customer,N,Yes,9,
203,67,2041,29/07/2017,30/12/2017,154,FALSE,Approved,Norco Bicycles,Road,medium,medium,$544.05,$376.84,22/10/2005,$167.21,M,52,27/10/1957,VP Accounting,Financial Services,Mass Customer,N,No,17,
204,81,1598,03/07/2017,30/12/2017,180,TRUE,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,10/07/1991,$64.51,F,87,02/12/1973,Safety Technician III,n/a,Mass Customer,N,No,11,
205,58,1842,27/05/2017,30/12/2017,217,TRUE,Approved,OHM Cycles,Standard,medium,medium,$912.52,$141.40,18/10/2015,$771.12,M,89,27/02/1977,Accountant IV,Financial Services,Mass Customer,N,No,8,
206,5,141,05/05/2017,30/12/2017,239,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,09/08/2005,$451.65,M,67,25/06/1954,Teacher,Financial Services,High Net Worth,N,Yes,10,
207,94,1321,09/09/2017,30/12/2017,112,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,635.30",$993.66,09/06/2013,$641.64,F,29,05/07/1994,Editor,Argiculture,Affluent Customer,N,No,8,
208,51,183,21/05/2017,30/12/2017,223,FALSE,Approved,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",10/04/2012,$802.26,F,7,05/08/1997,Geologist III,Retail,Affluent Customer,N,No,3,
209,59,2591,22/09/2017,30/12/2017,99,FALSE,Approved,WeareA2B,Standard,medium,small,"$1,415.01","$1,259.36",05/01/2003,$155.65,M,50,04/02/1974,0,Retail,High Net Worth,N,No,13,
210,63,3356,12/04/2017,30/12/2017,262,TRUE,Approved,Solex,Standard,medium,medium,"$1,483.20",$99.59,02/10/1992,"$1,383.61",M,47,23/03/1959,Safety Technician II,Financial Services,Mass Customer,N,Yes,6,
211,40,766,07/05/2017,30/12/2017,237,TRUE,Approved,OHM Cycles,Standard,high,medium,"$1,458.17",$874.90,02/02/2006,$583.27,F,16,22/04/1975,0,Retail,Mass Customer,N,Yes,14,
212,80,1596,13/01/2017,30/12/2017,351,FALSE,Approved,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,22/10/2005,$872.89,M,2,01/07/1969,Cost Accountant,Financial Services,High Net Worth,N,Yes,8,
213,82,520,14/12/2017,30/12/2017,16,FALSE,Approved,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,10/08/2015,$459.46,F,66,09/08/1964,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15,
214,46,868,22/03/2017,30/12/2017,283,TRUE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,10/04/2012,"$1,215.34",F,84,18/07/1979,VP Accounting,Financial Services,Mass Customer,N,Yes,11,
215,78,2999,30/09/2017,30/12/2017,91,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,10/08/2015,"$1,055.82",U,28,00/01/1900,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,0,
216,72,352,29/11/2017,30/12/2017,31,TRUE,Approved,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,06/12/2016,$90.10,M,12,08/07/1979,Sales Representative,Retail,Mass Customer,N,No,4,
217,75,1140,09/06/2017,30/12/2017,204,FALSE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,25/07/2004,"$1,010.02",F,32,25/02/1986,Executive Secretary,n/a,Mass Customer,N,Yes,13,
218,40,621,21/04/2017,30/12/2017,253,FALSE,Approved,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,21/07/2003,"$1,295.43",M,78,29/11/1964,Systems Administrator III,n/a,High Net Worth,N,No,14,
219,2,3307,13/11/2017,30/12/2017,47,FALSE,Approved,Giant Bicycles,Road,low,small,$590.26,$525.33,05/11/2010,$64.93,F,96,02/09/1978,Analyst Programmer,Health,High Net Worth,N,No,14,
220,10,1502,09/04/2017,30/12/2017,265,TRUE,Approved,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,12/03/2013,"$1,103.43",F,52,26/03/1990,Design Engineer,Financial Services,Affluent Customer,N,Yes,11,
221,35,936,08/05/2017,30/12/2017,236,FALSE,Approved,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,14/11/2016,$448.68,M,64,16/05/1988,Speech Pathologist,Health,High Net Worth,N,No,3,
222,8,939,08/07/2017,30/12/2017,175,TRUE,Approved,Solex,Road,medium,small,"$1,703.52","$1,516.13",16/04/2011,$187.39,M,53,10/01/1961,Product Engineer,Manufacturing,Mass Customer,N,No,6,
223,2,2698,30/11/2017,30/12/2017,30,FALSE,Approved,Giant Bicycles,Road,low,small,$590.26,$525.33,05/11/2010,$64.93,F,19,15/06/1974,Administrative Officer,Health,High Net Worth,N,No,20,
224,69,579,25/04/2017,30/12/2017,249,TRUE,Approved,Giant Bicycles,Road,medium,medium,$792.90,$594.68,02/10/1992,$198.22,F,89,11/06/1974,Software Engineer II,Health,Mass Customer,N,No,12,
225,54,2036,30/03/2017,30/12/2017,275,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,292.84",$13.44,12/04/2009,"$1,279.40",F,11,29/04/1977,0,n/a,Mass Customer,N,No,17,
226,8,3077,10/03/2017,30/12/2017,295,FALSE,Approved,Solex,Road,medium,small,"$1,703.52","$1,516.13",20/04/1993,$187.39,M,19,11/08/2000,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2,
227,86,369,16/03/2017,30/12/2017,289,TRUE,Approved,OHM Cycles,Standard,medium,medium,$235.63,$125.07,10/05/2005,$110.56,M,19,24/08/1991,Actuary,Financial Services,Mass Customer,N,Yes,9,
228,13,821,04/04/2017,30/12/2017,270,TRUE,Approved,Solex,Standard,medium,medium,"$1,163.89",$589.27,12/03/2013,$574.62,M,41,24/07/1981,Financial Analyst,Financial Services,Mass Customer,N,Yes,7,
229,19,2687,13/03/2017,30/12/2017,292,TRUE,Approved,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,29/08/2011,$114.93,M,67,28/01/1962,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20,
230,86,681,23/12/2017,30/12/2017,7,TRUE,Approved,OHM Cycles,Standard,medium,medium,$235.63,$125.07,09/06/2013,$110.56,F,55,18/09/1978,VP Product Management,Manufacturing,Mass Customer,N,Yes,17,
231,46,37,12/08/2017,30/12/2017,140,TRUE,Approved,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,20/07/1999,"$1,544.61",F,46,22/12/1985,Social Worker,Health,High Net Worth,N,No,16,
232,30,3002,04/08/2017,30/12/2017,148,FALSE,Approved,Solex,Standard,high,medium,$748.17,$448.90,20/07/1999,$299.27,M,62,06/12/1956,Paralegal,Financial Services,Mass Customer,N,Yes,16,
233,92,396,01/09/2017,30/12/2017,120,FALSE,Approved,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,21/01/1991,"$1,630.25",F,98,25/01/1967,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16,
234,71,550,01/09/2017,30/12/2017,120,TRUE,Approved,Solex,Standard,high,large,"$1,842.92","$1,105.75",24/10/1995,$737.17,F,16,10/07/1976,0,Retail,Mass Customer,N,No,15,
235,77,1605,02/07/2017,30/12/2017,181,FALSE,Approved,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,10/01/2011,$445.21,F,72,01/03/1988,0,n/a,Affluent Customer,N,No,9,
236,7,2325,31/08/2017,30/12/2017,121,TRUE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",18/03/2003,$144.26,M,50,06/01/1964,Database Administrator IV,Retail,High Net Worth,N,Yes,12,
237,23,1420,11/03/2017,30/12/2017,294,TRUE,Approved,Norco Bicycles,Mountain,low,small,$688.63,$612.88,02/10/1993,$75.75,F,14,12/10/1959,Dental Hygienist,Health,Mass Customer,N,No,11,
